year,teams,odds_highest_seed,odds_lowest_seed
2016,Nashville Predators - San Jose Sharks ,2.35,2.67
2016,New York Islanders - Tampa Bay Lightning ,2.46,2.57
2016,Pittsburgh Penguins - Washington Capitals ,2.1,2.96
2016,San Jose Sharks - Nashville Predators ,1.9,3.53
2016,Dallas Stars - St. Louis Blues ,2.31,2.68
2016,Washington Capitals - Pittsburgh Penguins ,2.22,2.71
2016,Tampa Bay Lightning - New York Islanders ,1.97,3.32
2016,San Jose Sharks - Nashville Predators ,1.99,3.26
2016,Dallas Stars - St. Louis Blues ,2.36,2.61
2016,Washington Capitals - Pittsburgh Penguins ,2.24,2.77
2016,Anaheim Ducks - Nashville Predators ,1.94,3.45
2016,Tampa Bay Lightning - New York Islanders ,2.03,3.33
2016,St. Louis Blues - Chicago Blackhawks ,2.52,2.46
2016,Nashville Predators - Anaheim Ducks ,2.61,2.37
2016,New York Islanders - Florida Panthers ,2.45,2.51
2016,Minnesota Wild - Dallas Stars ,2.81,2.21
2016,Philadelphia Flyers - Washington Capitals ,3.54,1.89
2016,Chicago Blackhawks - St. Louis Blues ,2.07,3.06
2016,Anaheim Ducks - Nashville Predators ,1.95,3.3
2016,Pittsburgh Penguins - New York Rangers ,1.83,3.65
2016,Los Angeles Kings - San Jose Sharks ,2.14,2.94
2016,Dallas Stars - Minnesota Wild ,1.78,3.88
2016,Florida Panthers - New York Islanders ,1.96,3.24
2016,Washington Capitals - Philadelphia Flyers ,1.63,4.45
2016,St. Louis Blues - Chicago Blackhawks ,2.3,2.68
2016,Nashville Predators - Anaheim Ducks ,2.46,2.5
2016,New York Rangers - Pittsburgh Penguins ,2.58,2.35
2016,Tampa Bay Lightning - Detroit Red Wings ,2.04,3.11
2016,San Jose Sharks - Los Angeles Kings ,2.36,2.62
2016,Minnesota Wild - Dallas Stars ,2.73,2.27
2016,New York Islanders - Florida Panthers ,2.44,2.51
2016,Philadelphia Flyers - Washington Capitals ,3.25,1.95
2016,Chicago Blackhawks - St. Louis Blues ,2.03,3.12
2016,Nashville Predators - Anaheim Ducks ,2.46,2.49
2016,Detroit Red Wings - Tampa Bay Lightning ,2.25,2.77
2016,New York Rangers - Pittsburgh Penguins ,2.54,2.39
2016,San Jose Sharks - Los Angeles Kings ,2.36,2.62
2016,Minnesota Wild - Dallas Stars ,2.64,2.3
2016,Philadelphia Flyers - Washington Capitals ,3.01,2.1
2016,Anaheim Ducks - Nashville Predators ,1.92,3.36
2016,New York Islanders - Florida Panthers ,2.35,2.59
2016,Detroit Red Wings - Tampa Bay Lightning ,2.3,2.69
2016,Chicago Blackhawks - St. Louis Blues ,2.05,3.1
2016,Los Angeles Kings - San Jose Sharks ,2.08,3
2016,Dallas Stars - Minnesota Wild ,1.75,3.84
2016,Washington Capitals - Philadelphia Flyers ,1.68,4.21
2016,Pittsburgh Penguins - New York Rangers ,1.8,3.66
2016,Anaheim Ducks - Nashville Predators ,1.99,3.26
2016,St. Louis Blues - Chicago Blackhawks ,2.38,2.7
2016,Florida Panthers - New York Islanders ,1.99,3.18
2016,Tampa Bay Lightning - Detroit Red Wings ,1.97,3.24
2016,Los Angeles Kings - San Jose Sharks ,2.1,3.03
2016,Dallas Stars - Minnesota Wild ,1.78,3.75
2016,Florida Panthers - New York Islanders ,2.09,3.04
2016,Washington Capitals - Philadelphia Flyers ,1.71,4.09
2016,St. Louis Blues - Chicago Blackhawks ,2.16,2.95
2016,Pittsburgh Penguins - New York Rangers ,1.97,3.22
2016,Tampa Bay Lightning - Detroit Red Wings ,2,3.23
2017,Nashville Predators - Pittsburgh Penguins ,2.28,2.74
2017,Pittsburgh Penguins - Nashville Predators ,2.09,3.07
2017,Nashville Predators - Pittsburgh Penguins ,2.17,2.88
2017,Nashville Predators - Pittsburgh Penguins ,2.16,2.91
2017,Pittsburgh Penguins - Nashville Predators ,2.16,2.9
2017,Pittsburgh Penguins - Nashville Predators ,2.04,3.17
2017,Pittsburgh Penguins - Ottawa Senators ,1.74,4.03
2017,Ottawa Senators - Pittsburgh Penguins ,2.97,2.13
2017,Nashville Predators - Anaheim Ducks ,2.19,2.95
2017,Pittsburgh Penguins - Ottawa Senators ,1.84,3.72
2017,Anaheim Ducks - Nashville Predators ,2.16,2.96
2017,Ottawa Senators - Pittsburgh Penguins ,2.68,2.34
2017,Nashville Predators - Anaheim Ducks ,2.13,3
2017,Ottawa Senators - Pittsburgh Penguins ,2.73,2.31
2017,Nashville Predators - Anaheim Ducks ,2.11,2.98
2017,Pittsburgh Penguins - Ottawa Senators ,1.79,3.86
2017,Anaheim Ducks - Nashville Predators ,2.27,2.76
2017,Pittsburgh Penguins - Ottawa Senators ,1.83,3.65
2017,Anaheim Ducks - Nashville Predators ,2.41,2.62
2017,Anaheim Ducks - Edmonton Oilers ,2.29,2.73
2017,Washington Capitals - Pittsburgh Penguins ,1.97,3.3
2017,New York Rangers - Ottawa Senators ,1.81,3.74
2017,Pittsburgh Penguins - Washington Capitals ,2.39,2.61
2017,Edmonton Oilers - Anaheim Ducks ,2.25,2.77
2017,Nashville Predators - St. Louis Blues ,2.04,3.31
2017,Washington Capitals - Pittsburgh Penguins ,2,3.18
2017,Ottawa Senators - New York Rangers ,2.64,2.41
2017,Anaheim Ducks - Edmonton Oilers ,2.18,2.87
2017,St. Louis Blues - Nashville Predators ,2.44,2.61
2017,New York Rangers - Ottawa Senators ,2,3.29
2017,Edmonton Oilers - Anaheim Ducks ,2.24,2.82
2017,Pittsburgh Penguins - Washington Capitals ,2.82,2.23
2017,Nashville Predators - St. Louis Blues ,2.1,3.14
2017,New York Rangers - Ottawa Senators ,1.99,3.36
2017,Pittsburgh Penguins - Washington Capitals ,2.46,2.49
2017,Edmonton Oilers - Anaheim Ducks ,2.32,2.72
2017,Nashville Predators - St. Louis Blues ,2.09,3.13
2017,Washington Capitals - Pittsburgh Penguins ,2.03,3.15
2017,Ottawa Senators - New York Rangers ,2.65,2.44
2017,Anaheim Ducks - Edmonton Oilers ,2.18,2.94
2017,St. Louis Blues - Nashville Predators ,2.33,2.71
2017,Washington Capitals - Pittsburgh Penguins ,2.21,2.8
2017,Ottawa Senators - New York Rangers ,2.6,2.48
2017,Anaheim Ducks - Edmonton Oilers ,2.21,2.84
2017,St. Louis Blues - Nashville Predators ,2.41,2.68
2017,Toronto Maple Leafs - Washington Capitals ,2.89,2.15
2017,Boston Bruins - Ottawa Senators ,2.09,3.11
2017,San Jose Sharks - Edmonton Oilers ,2.15,3.02
2017,New York Rangers - Montreal Canadiens ,2.49,2.58
2017,Minnesota Wild - St. Louis Blues ,1.94,3.49
2017,Ottawa Senators - Boston Bruins ,2.59,2.45
2017,Washington Capitals - Toronto Maple Leafs ,1.77,3.86
2017,Edmonton Oilers - San Jose Sharks ,2.28,2.79
2017,Nashville Predators - Chicago Blackhawks ,2.49,2.5
2017,Montreal Canadiens - New York Rangers ,2.1,3.1
2017,Pittsburgh Penguins - Columbus Blue Jackets ,1.81,3.65
2017,Calgary Flames - Anaheim Ducks ,2.37,2.63
2017,St. Louis Blues - Minnesota Wild ,2.64,2.43
2017,Boston Bruins - Ottawa Senators ,2,3.29
2017,Toronto Maple Leafs - Washington Capitals ,3.05,2.07
2017,San Jose Sharks - Edmonton Oilers ,2.2,2.91
2017,Columbus Blue Jackets - Pittsburgh Penguins ,2.74,2.27
2017,New York Rangers - Montreal Canadiens ,2.53,2.5
2017,Calgary Flames - Anaheim Ducks ,2.28,2.77
2017,Nashville Predators - Chicago Blackhawks ,2.43,2.61
2017,Boston Bruins - Ottawa Senators ,1.98,3.33
2017,Toronto Maple Leafs - Washington Capitals ,3.07,2.07
2017,San Jose Sharks - Edmonton Oilers ,2.31,2.75
2017,New York Rangers - Montreal Canadiens ,2.44,2.61
2017,Columbus Blue Jackets - Pittsburgh Penguins ,2.33,2.7
2017,St. Louis Blues - Minnesota Wild ,2.79,2.31
2017,Anaheim Ducks - Calgary Flames ,2.04,3.16
2017,Chicago Blackhawks - Nashville Predators ,1.9,3.45
2017,Washington Capitals - Toronto Maple Leafs ,1.68,4.21
2017,Ottawa Senators - Boston Bruins ,2.51,2.59
2017,Edmonton Oilers - San Jose Sharks ,2.16,2.91
2017,Minnesota Wild - St. Louis Blues ,1.81,3.76
2017,Montreal Canadiens - New York Rangers ,2.09,3.1
2017,Pittsburgh Penguins - Columbus Blue Jackets ,2.04,3.1
2017,Anaheim Ducks - Calgary Flames ,1.99,3.28
2017,Chicago Blackhawks - Nashville Predators ,1.95,3.33
2017,Washington Capitals - Toronto Maple Leafs ,1.65,4.34
2017,Edmonton Oilers - San Jose Sharks ,2.12,3.05
2017,Minnesota Wild - St. Louis Blues ,1.98,3.31
2017,Pittsburgh Penguins - Columbus Blue Jackets ,2,3.18
2017,Montreal Canadiens - New York Rangers ,2.1,3.1
2017,Ottawa Senators - Boston Bruins ,2.77,2.29
2018,Vegas Golden Knights - Washington Capitals ,2.05,3.07
2018,Washington Capitals - Vegas Golden Knights ,2.23,2.8
2018,Washington Capitals - Vegas Golden Knights ,2.24,2.75
2018,Vegas Golden Knights - Washington Capitals ,2.12,2.92
2018,Vegas Golden Knights - Washington Capitals ,2.08,3.08
2018,Tampa Bay Lightning - Washington Capitals ,2.2,2.81
2018,Washington Capitals - Tampa Bay Lightning ,2.24,2.74
2018,Winnipeg Jets - Vegas Golden Knights ,1.96,3.24
2018,Tampa Bay Lightning - Washington Capitals ,2.03,3.09
2018,Vegas Golden Knights - Winnipeg Jets ,2.37,2.61
2018,Washington Capitals - Tampa Bay Lightning ,2.3,2.67
2018,Vegas Golden Knights - Winnipeg Jets ,2.23,2.76
2018,Washington Capitals - Tampa Bay Lightning ,2.35,2.57
2018,Winnipeg Jets - Vegas Golden Knights ,2.03,3.04
2018,Tampa Bay Lightning - Washington Capitals ,1.84,3.48
2018,Winnipeg Jets - Vegas Golden Knights ,2.08,2.97
2018,Tampa Bay Lightning - Washington Capitals ,1.88,3.39
2018,Nashville Predators - Winnipeg Jets ,2.08,3.03
2018,Winnipeg Jets - Nashville Predators ,2.07,2.96
2018,Pittsburgh Penguins - Washington Capitals ,1.83,3.56
2018,San Jose Sharks - Vegas Golden Knights ,2.12,2.95
2018,Tampa Bay Lightning - Boston Bruins ,1.97,3.19
2018,Nashville Predators - Winnipeg Jets ,2.08,2.97
2018,Washington Capitals - Pittsburgh Penguins ,2.33,2.62
2018,Vegas Golden Knights - San Jose Sharks ,2.06,3.02
2018,Boston Bruins - Tampa Bay Lightning ,2.09,2.97
2018,Winnipeg Jets - Nashville Predators ,2.13,2.81
2018,Pittsburgh Penguins - Washington Capitals ,1.89,3.34
2018,San Jose Sharks - Vegas Golden Knights ,2.15,2.88
2018,Boston Bruins - Tampa Bay Lightning ,2.09,2.91
2018,Winnipeg Jets - Nashville Predators ,2.11,2.87
2018,Pittsburgh Penguins - Washington Capitals ,1.99,3.13
2018,San Jose Sharks - Vegas Golden Knights ,2.26,2.74
2018,Tampa Bay Lightning - Boston Bruins ,2.02,3.04
2018,Nashville Predators - Winnipeg Jets ,1.85,3.56
2018,Washington Capitals - Pittsburgh Penguins ,2.18,2.82
2018,Vegas Golden Knights - San Jose Sharks ,1.88,3.49
2018,Tampa Bay Lightning - Boston Bruins ,2.04,3.05
2018,Nashville Predators - Winnipeg Jets ,2.04,3.07
2018,Vegas Golden Knights - San Jose Sharks ,2.1,3.01
2018,Washington Capitals - Pittsburgh Penguins ,2.3,2.63
2018,Boston Bruins - Toronto Maple Leafs ,1.96,3.26
2018,Columbus Blue Jackets - Washington Capitals ,2.41,2.54
2018,Toronto Maple Leafs - Boston Bruins ,2.62,2.31
2018,Colorado Avalanche - Nashville Predators ,3.37,1.88
2018,Philadelphia Flyers - Pittsburgh Penguins ,3.19,2
2018,Boston Bruins - Toronto Maple Leafs ,1.84,3.5
2018,Tampa Bay Lightning - New Jersey Devils ,1.63,4.24
2018,Washington Capitals - Columbus Blue Jackets ,1.97,3.2
2018,Nashville Predators - Colorado Avalanche ,1.48,5.29
2018,Winnipeg Jets - Minnesota Wild ,1.71,4
2018,Pittsburgh Penguins - Philadelphia Flyers ,1.58,4.59
2018,Columbus Blue Jackets - Washington Capitals ,2.31,2.63
2018,Toronto Maple Leafs - Boston Bruins ,2.6,2.33
2018,San Jose Sharks - Anaheim Ducks ,1.88,3.54
2018,Colorado Avalanche - Nashville Predators ,3.14,1.98
2018,New Jersey Devils - Tampa Bay Lightning ,2.81,2.15
2018,Philadelphia Flyers - Pittsburgh Penguins ,2.99,2.06
2018,Los Angeles Kings - Vegas Golden Knights ,2.27,2.74
2018,Minnesota Wild - Winnipeg Jets ,2.55,2.41
2018,Columbus Blue Jackets - Washington Capitals ,2.41,2.49
2018,San Jose Sharks - Anaheim Ducks ,2.14,2.99
2018,Colorado Avalanche - Nashville Predators ,3.18,1.99
2018,New Jersey Devils - Tampa Bay Lightning ,2.84,2.15
2018,Toronto Maple Leafs - Boston Bruins ,2.47,2.46
2018,Los Angeles Kings - Vegas Golden Knights ,2.11,3.04
2018,Washington Capitals - Columbus Blue Jackets ,2.01,3.14
2018,Minnesota Wild - Winnipeg Jets ,2.59,2.38
2018,Philadelphia Flyers - Pittsburgh Penguins ,2.75,2.21
2018,Anaheim Ducks - San Jose Sharks ,2.14,2.97
2018,Boston Bruins - Toronto Maple Leafs ,1.97,3.23
2018,Nashville Predators - Colorado Avalanche ,1.54,4.87
2018,Tampa Bay Lightning - New Jersey Devils ,1.75,3.84
2018,Vegas Golden Knights - Los Angeles Kings ,2.04,3.15
2018,Winnipeg Jets - Minnesota Wild ,1.83,3.61
2018,Pittsburgh Penguins - Philadelphia Flyers ,1.75,3.81
2018,Anaheim Ducks - San Jose Sharks ,2.16,2.93
2018,Nashville Predators - Colorado Avalanche ,1.57,4.7
2018,Washington Capitals - Columbus Blue Jackets ,2.09,3
2018,Boston Bruins - Toronto Maple Leafs ,2.01,3.14
2018,Tampa Bay Lightning - New Jersey Devils ,1.73,3.84
2018,Vegas Golden Knights - Los Angeles Kings ,2.15,2.91
2018,Pittsburgh Penguins - Philadelphia Flyers ,1.86,3.44
2018,Winnipeg Jets - Minnesota Wild ,1.87,3.45
2019,Boston Bruins - St. Louis Blues ,1.9,3.58
2019,St. Louis Blues - Boston Bruins ,2.38,2.61
2019,Boston Bruins - St. Louis Blues ,2.06,3.12
2019,St. Louis Blues - Boston Bruins ,2.43,2.56
2019,St. Louis Blues - Boston Bruins ,2.36,2.64
2019,Boston Bruins - St. Louis Blues ,1.9,3.43
2019,Boston Bruins - St. Louis Blues ,1.98,3.28
2019,St. Louis Blues - San Jose Sharks ,1.85,3.59
2019,San Jose Sharks - St. Louis Blues ,2.15,2.88
2019,St. Louis Blues - San Jose Sharks ,2.16,2.87
2019,Carolina Hurricanes - Boston Bruins ,2.58,2.4
2019,St. Louis Blues - San Jose Sharks ,2.14,2.92
2019,Carolina Hurricanes - Boston Bruins ,2.33,2.66
2019,San Jose Sharks - St. Louis Blues ,2.14,2.95
2019,Boston Bruins - Carolina Hurricanes ,2.03,3.18
2019,San Jose Sharks - St. Louis Blues ,2.23,2.8
2019,Boston Bruins - Carolina Hurricanes ,2.07,3.11
2019,San Jose Sharks - Colorado Avalanche ,2.11,2.99
2019,St. Louis Blues - Dallas Stars ,2.05,3.18
2019,Colorado Avalanche - San Jose Sharks ,2.26,2.71
2019,Columbus Blue Jackets - Boston Bruins ,2.28,2.73
2019,Dallas Stars - St. Louis Blues ,2.25,2.81
2019,San Jose Sharks - Colorado Avalanche ,2.13,2.94
2019,Boston Bruins - Columbus Blue Jackets ,2.13,2.99
2019,St. Louis Blues - Dallas Stars ,2.08,3.09
2019,Carolina Hurricanes - New York Islanders ,2.16,2.97
2019,Colorado Avalanche - San Jose Sharks ,2.23,2.73
2019,Columbus Blue Jackets - Boston Bruins ,2.33,2.67
2019,Dallas Stars - St. Louis Blues ,2.33,2.72
2019,Carolina Hurricanes - New York Islanders ,2.28,2.8
2019,Colorado Avalanche - San Jose Sharks ,2.23,2.71
2019,Columbus Blue Jackets - Boston Bruins ,2.33,2.66
2019,Dallas Stars - St. Louis Blues ,2.36,2.69
2019,San Jose Sharks - Colorado Avalanche ,2.04,3.06
2019,New York Islanders - Carolina Hurricanes ,2.11,3.07
2019,Boston Bruins - Columbus Blue Jackets ,2.15,2.92
2019,St. Louis Blues - Dallas Stars ,2.11,3.09
2019,San Jose Sharks - Colorado Avalanche ,2.16,2.83
2019,New York Islanders - Carolina Hurricanes ,2.15,2.99
2019,St. Louis Blues - Dallas Stars ,2.05,3.21
2019,Boston Bruins - Columbus Blue Jackets ,2.09,2.99
2019,Washington Capitals - Carolina Hurricanes ,2.05,3.09
2019,San Jose Sharks - Vegas Golden Knights ,2.39,2.54
2019,Boston Bruins - Toronto Maple Leafs ,2.12,2.95
2019,Dallas Stars - Nashville Predators ,2.18,2.95
2019,Carolina Hurricanes - Washington Capitals ,2.33,2.63
2019,Vegas Golden Knights - San Jose Sharks ,1.87,3.41
2019,Toronto Maple Leafs - Boston Bruins ,2.23,2.76
2019,Washington Capitals - Carolina Hurricanes ,2.1,2.99
2019,St. Louis Blues - Winnipeg Jets ,2.08,3.03
2019,Nashville Predators - Dallas Stars ,2.08,3.17
2019,Calgary Flames - Colorado Avalanche ,1.93,3.35
2019,Boston Bruins - Toronto Maple Leafs ,2.09,2.97
2019,San Jose Sharks - Vegas Golden Knights ,2.39,2.53
2019,Winnipeg Jets - St. Louis Blues ,2.31,2.71
2019,Carolina Hurricanes - Washington Capitals ,2.29,2.66
2019,Colorado Avalanche - Calgary Flames ,2.47,2.45
2019,Dallas Stars - Nashville Predators ,2.35,2.7
2019,Toronto Maple Leafs - Boston Bruins ,2.32,2.63
2019,Vegas Golden Knights - San Jose Sharks ,1.94,3.25
2019,St. Louis Blues - Winnipeg Jets ,2.05,3.12
2019,Pittsburgh Penguins - New York Islanders ,1.98,3.25
2019,Columbus Blue Jackets - Tampa Bay Lightning ,2.81,2.17
2019,Colorado Avalanche - Calgary Flames ,2.58,2.36
2019,Dallas Stars - Nashville Predators ,2.35,2.71
2019,Carolina Hurricanes - Washington Capitals ,2.26,2.72
2019,Toronto Maple Leafs - Boston Bruins ,2.32,2.64
2019,Vegas Golden Knights - San Jose Sharks ,2.02,3.08
2019,St. Louis Blues - Winnipeg Jets ,2,3.24
2019,Columbus Blue Jackets - Tampa Bay Lightning ,2.89,2.12
2019,Pittsburgh Penguins - New York Islanders ,1.89,3.55
2019,Calgary Flames - Colorado Avalanche ,1.75,3.93
2019,Boston Bruins - Toronto Maple Leafs ,2.1,2.98
2019,Nashville Predators - Dallas Stars ,2.03,3.26
2019,Washington Capitals - Carolina Hurricanes ,2.01,3.18
2019,San Jose Sharks - Vegas Golden Knights ,2.18,2.82
2019,Winnipeg Jets - St. Louis Blues ,2.29,2.72
2019,New York Islanders - Pittsburgh Penguins ,2.73,2.28
2019,Tampa Bay Lightning - Columbus Blue Jackets ,1.59,4.54
2019,Calgary Flames - Colorado Avalanche ,1.78,3.78
2019,Washington Capitals - Carolina Hurricanes ,2.02,3.12
2019,Boston Bruins - Toronto Maple Leafs ,2.11,2.96
2019,San Jose Sharks - Vegas Golden Knights ,2.22,2.76
2019,Nashville Predators - Dallas Stars ,2.05,3.19
2019,Winnipeg Jets - St. Louis Blues ,2.35,2.62
2019,New York Islanders - Pittsburgh Penguins ,2.45,2.5
2019,Tampa Bay Lightning - Columbus Blue Jackets ,1.66,4.22
