"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"Quinn Hughes","18-19","VAN","D","4","63.05","--","--","--","--","--","--","-0.18","-0.17","52","58","-6","47.27","7.67","1","1","--","50","10","1.74","2.66","-0.92","39.55","-5.18","1","--","-1","6","5.71","0.03","0.03","--","101.32","84.38","31.51","25.65","48.03","28.82","51.49"
"Quintin Hughes","18-19","VAN","D","1","13.52","--","1","1","1","4.44","4.44","1.55","6.88","26","12","14","68.42","25.92","1","1","--","50","50","0.67","0.29","0.38","69.79","45.39","--","--","--","3","13.31","0.08","0.36","--","94.17","80","26","25.13","47.48","27.63","48.4"
"Radek Faksa","18-19","DAL","C","81","1080.62","10","12","22","19","1.22","1.05","13.79","0.77","886","1071","-185","45.27","-3.9","33","40","-7","45.21","-6.61","37.65","45.76","-8.11","45.14","-7.01","19","15","-4","161","8.94","11.15","0.62","11.36","99.62","26.76","27.32","29.92","49.06","29.28","50.3"
"Radim Simek","18-19","S.J","D","41","570.1","1","7","8","4","0.84","0.42","15.88","1.67","565","456","109","55.34","1.79","30","24","6","55.56","-2.6","22.85","17.95","4.9","56","2.26","3","2","-1","79","8.31","1.39","0.15","2.44","100.1","54.58","28.07","28.41","55.34","28.78","49.84"
"Radko Gudas","18-19","PHI","D","76","1126.3","3","13","16","9","0.85","0.48","22.62","1.21","1084","1111","-27","49.38","1.72","45","40","5","52.94","6.44","43.73","42.19","1.54","50.9","3.18","19","13","-6","265","14.12","3.84","0.2","2.52","101.29","41.56","30.8","27.36","47.33","28.62","49.9"
"Rasmus Andersson","18-19","CGY","D","78","1084.8","1","14","15","4","0.83","0.22","23.27","1.29","988","951","37","50.95","-3.97","46","36","10","56.1","0.4","38.75","36.46","2.29","51.52","-1.95","6","10","4","175","9.68","2.54","0.14","1.1","102.08","56.83","29.12","26.77","54.08","28.17","49.56"
"Rasmus Dahlin","18-19","BUF","D","82","1406.45","4","16","20","10","0.85","0.43","28.62","1.22","1396","1296","100","51.86","3.01","57","58","-1","49.57","6.52","55.01","53.91","1.1","50.5","4.14","15","8","-7","222","9.47","5.28","0.23","3.25","99.65","57.35","34.89","27.7","48.78","28.61","49.87"
"Rasmus Ristolainen","18-19","BUF","D","78","1424.23","3","16","19","9","0.8","0.38","14.95","0.63","1282","1393","-111","47.93","-2.81","50","74","-24","40.32","-10.44","51.79","58.02","-6.23","47.16","-1.32","13","5","-8","221","9.31","4.63","0.2","2.54","97.35","46.31","37.27","27.41","50.88","29.31","50.2"
"Reid Boucher","18-19","VAN","C","1","5.47","--","--","--","--","--","--","0.05","0.55","6","5","1","54.55","5.25","--","--","--","--","--","0.13","0.14","-0.01","48.15","-8.29","--","--","--","--","--","--","--","--","100","100","10.57","30.22","48.74","29.27","48.74"
"Reilly Smith","18-19","VGK","R","74","1002.07","13","19","32","25","1.92","1.5","42.42","2.54","1054","893","161","54.13","-0.13","48","41","7","53.93","2.74","46.42","36.61","9.81","55.91","-0.6","7","10","3","217","12.99","12.98","0.78","10.16","99.82","51.02","27.58","31.09","52.75","29.81","49.92"
"Rem Pitlick","18-19","NSH","C","1","9.65","--","--","--","--","--","--","-0.55","-3.42","6","14","-8","30","-10.91","--","--","--","--","--","0.17","0.3","-0.13","36.17","0.82","1","--","-1","--","--","--","--","--","100","44.44","22.15","30.13","51.63","27.46","51.34"
"Remi Elie","18-19","BUF","L","16","147.02","--","1","1","--","0.41","--","-1.06","-0.43","104","143","-39","42.11","-7.73","1","4","-3","20","-26.67","3.26","6.34","-3.08","33.96","-10.3","1","1","--","22","8.98","1","0.41","--","97.1","38.27","19.15","28.64","49.43","28.18","50.46"
"Richard Panik","18-19","ARI","R","74","954.55","10","17","27","21","1.7","1.32","29.31","1.84","952","935","17","50.45","2.27","44","44","--","50","6.4","40.82","36.98","3.84","52.47","4.15","13","11","-2","203","12.76","10.39","0.65","9.09","99.71","51.1","26.8","30.16","48.37","29.26","50.25"
"Rickard Rakell","18-19","ANA","R","68","997.98","9","12","21","18","1.26","1.08","23.04","1.39","928","1001","-73","48.11","1.97","36","43","-7","45.57","-2.92","37.07","45.17","-8.1","45.08","0.28","4","11","7","252","15.15","10.32","0.62","6.43","98.72","49.55","30.25","30.8","47.99","29.46","50.22"
"Riley Nash","18-19","CBJ","C","77","794.12","2","8","10","8","0.76","0.6","10.46","0.79","636","666","-30","48.85","-1.48","16","29","-13","35.56","-18.58","28.58","26.11","2.47","52.26","2.48","6","5","-1","119","8.99","6.5","0.49","2.63","95.75","31.3","20.71","27.88","48.32","28.2","49.8"
"Riley Sheahan","18-19","PIT/ FLA","C","82","908.17","7","9","16","11","1.06","0.73","11.36","0.75","759","905","-146","45.61","-4.09","27","41","-14","39.71","-16.33","33.63","35.7","-2.07","48.51","-2.18","6","12","6","143","9.45","9.97","0.66","7.37","97.96","35.48","22.65","28.1","48.81","28.28","50.01"
"Riley Stillman","18-19","FLA","D","1","11.37","--","--","--","--","--","--","0.42","2.22","15","5","10","75","31.25","1","1","--","50","-50","0.6","0.42","0.18","58.82","23.08","1","--","-1","2","10.55","0.01","0.05","--","80.95","33.33","22.66","26.79","48.91","28.68","49.13"
"Robby Fabbri","18-19","STL","C","32","368.58","2","4","6","4","0.98","0.65","6.12","1","321","361","-40","47.07","-7.12","15","17","-2","46.88","-0.69","13.87","14.79","-0.92","48.39","-2.82","1","7","6","79","12.86","3.97","0.65","4.76","99.16","52.94","24.3","29.43","51.77","28.71","50.75"
"Robert Bortuzzo","18-19","STL","D","59","756.13","2","5","7","7","0.56","0.56","17.43","1.38","717","619","98","53.67","1.77","37","30","7","55.22","-0.26","31.98","24.18","7.8","56.94","2.85","14","5","-9","120","9.52","2.71","0.22","2.9","99.58","57.35","26.51","26.82","50.81","28.18","49.31"
"Robert Hagg","18-19","PHI","D","81","1191.23","4","13","17","13","0.86","0.65","7.65","0.39","1057","1341","-284","44.08","-6.17","49","55","-6","47.12","0.39","46.59","57.85","-11.26","44.61","-6.12","21","9","-12","185","9.32","4.17","0.21","4.88","100.77","42.66","30.62","27.6","50.48","28.95","49.91"
"Robert Thomas","18-19","STL","C","70","784.07","5","18","23","16","1.76","1.22","21.75","1.66","682","660","22","50.82","-0.42","30","28","2","51.72","-1.22","31.02","24.2","6.82","56.18","4.42","7","4","-3","97","7.42","6.37","0.49","7.94","100.31","56.46","23.11","28.94","51.18","28.12","49.7"
"Rocco Grimaldi","18-19","NSH","C","52","514.83","5","7","12","9","1.4","1.05","22.36","2.61","550","406","144","57.53","6.79","14","16","-2","46.67","-6.55","19.81","18.54","1.27","51.66","1.34","6","10","4","124","14.45","5.84","0.68","6.58","97.3","59.57","20.69","28.1","50.28","27.86","49.7"
"Roman Josi","18-19","NSH","D","81","1477.68","9","24","33","20","1.34","0.81","46.45","1.89","1532","1442","90","51.51","-1.13","66","58","8","53.23","-0.41","61.75","61.62","0.13","50.05","-1.86","13","9","-4","354","14.37","7.94","0.32","4.74","100.66","50.9","38.27","28.78","51.51","29.27","50.07"
"Roman Polak","18-19","DAL","D","77","1229.95","1","6","7","4","0.34","0.2","0.95","0.05","992","1242","-250","44.4","-5.17","39","38","1","50.65","-2.88","44.26","50.87","-6.61","46.53","-5.3","21","8","-13","148","7.22","3.04","0.15","1.39","101.23","32.59","32.65","28.28","49.57","29.05","50.35"
"Ron Hainsey","18-19","TOR","D","81","1352.82","3","12","15","8","0.67","0.35","20.52","0.91","1427","1451","-24","49.58","-3.33","73","56","17","56.59","3.37","62.83","62.96","-0.13","49.95","-2.94","9","2","-7","161","7.14","2.35","0.1","4.48","102.96","48.85","33.77","29.09","53.79","29.46","50.03"
"Roope Hintz","18-19","DAL","L","58","655.75","5","8","13","10","1.19","0.91","15.04","1.38","591","600","-9","49.62","0.58","19","26","-7","42.22","-12.71","25.66","22.47","3.19","53.31","3.6","8","11","3","123","11.25","6.98","0.64","7.04","97.18","48.66","23.06","30.31","48.18","28.65","49.94"
"Ross Johnston","18-19","NYI","L","17","133.47","1","3","4","3","1.8","1.35","3.44","1.55","121","125","-4","49.19","1.86","7","5","2","58.33","6.61","6.28","5.6","0.68","52.86","2.61","6","4","-2","17","7.64","1.88","0.85","8.33","103.14","44.78","15.97","28.21","46.5","27.52","47.7"
"Rourke Chartier","18-19","S.J","C","13","116.53","1","--","1","1","0.51","0.51","2.34","1.2","118","105","13","52.91","-5.16","1","7","-6","12.5","-41.5","3.54","4.25","-0.71","45.44","-14.99","1","4","3","33","16.99","1.31","0.67","5.26","88.52","44.07","19.54","27.73","55","27.97","48.3"
"Rudolfs Balcers","18-19","OTT","L","35","371.85","2","6","8","4","1.29","0.65","3.13","0.51","311","401","-90","43.68","-2.45","10","17","-7","37.04","-11.84","15.26","17.11","-1.85","47.14","-2.14","5","3","-2","72","11.62","5.51","0.89","5.26","98.08","52.17","21.39","29.07","44.87","28.29","50.08"
"Ryan Callahan","18-19","T.B","R","52","511.77","5","9","14","12","1.64","1.41","14.8","1.74","411","447","-36","47.9","-4.58","22","19","3","53.66","-2.71","18.18","15.78","2.4","53.53","-0.68","5","7","2","105","12.31","6.19","0.73","7.04","101.08","41.4","20.69","27.43","49.83","27.71","49.39"
"Ryan Carpenter","18-19","VGK","C","68","733.68","3","10","13","6","1.06","0.49","24.96","2.04","793","587","206","57.46","3.41","24","35","-11","40.68","-16.27","33.04","25.13","7.91","56.8","0.39","4","5","1","163","13.33","8.94","0.73","3.16","95.02","56.98","22.26","28.15","52.68","28.32","49.47"
"Ryan Donato","18-19","BOS/ MIN","C","56","628.87","6","7","13","10","1.24","0.95","20.68","1.97","621","587","34","51.41","-0.01","19","23","-4","45.24","-6.19","22.2","23.94","-1.74","48.11","-5.48","3","10","7","201","19.18","7.74","0.74","5.22","98.26","59.94","22.89","29.14","51.51","28.39","49.88"
"Ryan Dzingel","18-19","OTT/ CBJ","C","76","1094.48","19","19","38","29","2.08","1.59","23.2","1.27","984","1225","-241","44.55","-2.5","58","64","-6","47.54","3.99","41.28","53.48","-12.2","43.56","-6.45","12","4","-8","203","11.13","11.69","0.64","14.84","101.06","53.74","28.81","30.01","46.72","28.86","50.38"
"Ryan Ellis","18-19","NSH","D","81","1467.77","4","22","26","13","1.06","0.53","33.73","1.38","1452","1409","43","50.75","-2.35","67","55","12","54.92","2.43","61.39","56.85","4.54","51.92","1.23","9","9","--","215","8.79","4.05","0.17","3.96","100.98","50.43","38.02","28.91","52.58","29.31","50.1"
"Ryan Getzlaf","18-19","ANA","C","66","994.57","11","19","30","21","1.81","1.27","30.37","1.83","970","946","24","50.63","4.48","41","47","-6","46.59","-0.67","37.62","43.79","-6.17","46.21","1.75","16","7","-9","182","10.98","7.66","0.46","11.22","98.18","46.76","31.43","30.63","47.41","29.41","50.35"
"Ryan Graves","18-19","COL","D","24","242.25","3","2","5","4","1.24","0.99","7.3","1.81","259","269","-10","49.05","-1.24","13","9","4","59.09","3.54","9.57","10.4","-0.83","47.92","-4.23","1","--","-1","57","14.12","1.16","0.29","12.5","102.31","52.43","21.85","27.11","49.94","28.38","50.13"
"Ryan Hartman","18-19","NSH/ PHI","R","81","981.77","11","12","23","16","1.41","0.98","27.77","1.7","927","911","16","50.44","-0.96","45","46","-1","49.45","-3.71","36.77","41.54","-4.77","46.95","-4.84","25","23","-2","227","13.87","11.17","0.68","8.15","99.99","45.21","25.42","29.55","50.58","28.69","49.8"
"Ryan Johansen","18-19","NSH","C","79","1099.48","10","30","40","29","2.18","1.58","47.05","2.57","1266","1036","230","55","3.86","60","57","3","51.28","-3.52","58.24","51.98","6.26","52.84","2.71","16","10","-6","161","8.79","13.06","0.71","10.2","99.76","66.1","29.14","31.84","49.01","29.85","50.07"
"Ryan Kesler","18-19","ANA","C","59","698.23","4","1","5","5","0.43","0.43","2.45","0.21","629","773","-144","44.86","-4.51","12","19","-7","38.71","-7.25","24.19","32.25","-8.06","42.86","-4.02","13","9","-4","112","9.62","6.04","0.52","6.06","98.91","37.08","24.56","29.58","49.08","29.6","50.48"
"Ryan Kuffner","18-19","DET","L","10","100.2","--","--","--","--","--","--","-1.66","-0.99","67","111","-44","37.64","-8.66","--","3","-3","--","-52.94","2.2","6.26","-4.06","26","-18.44","--","1","1","17","10.18","0.86","0.51","--","95.65","48.89","19.65","25.44","46.08","27.79","50.41"
"Ryan Lindgren","18-19","NYR","D","5","68.6","--","--","--","--","--","--","-1.45","-1.27","45","68","-23","39.82","-0.24","1","7","-6","12.5","-64.42","2.03","3.2","-1.17","38.81","-10.67","3","--","-3","9","7.87","0.33","0.29","--","84","66.67","27.2","26.12","45.71","28.58","50.86"
"Ryan Lomberg","18-19","CGY","L","4","26.05","--","--","--","--","--","--","-0.72","-1.66","8","24","-16","25","-30.79","--","--","--","--","--","0.49","0.56","-0.07","46.67","-10.85","--","--","--","3","6.91","0.11","0.25","--","100","41.67","14.08","26.46","52.53","27.59","49.44"
"Ryan Mcdonagh","18-19","T.B","D","82","1404.23","7","25","32","19","1.37","0.81","37.33","1.6","1309","1314","-5","49.9","-2.57","81","54","27","60","5.37","57.24","50.56","6.68","53.1","0.67","15","12","-3","208","8.89","4.96","0.21","6.67","103.28","46.89","35.88","27.79","52.68","29.31","50.06"
"Ryan Murphy","18-19","MIN/ N.J","D","3","30.62","--","--","--","--","--","--","-0.42","-0.82","22","37","-15","37.29","-9.05","1","--","1","100","43.75","0.84","1.68","-0.84","33.33","-14.24","--","--","--","4","7.84","0.03","0.06","--","111.11","52.63","22.67","25.87","48.89","28.23","50.47"
"Ryan Murray","18-19","CBJ","D","56","982.18","--","23","23","10","1.41","0.61","24.55","1.5","920","894","26","50.72","0.72","58","46","12","55.77","7.72","42.88","38.85","4.03","52.47","3.6","3","--","-3","122","7.45","3.09","0.19","--","101.42","47.99","35.71","28.45","50.12","29.24","49.75"
"Ryan Nugent-hopkins","18-19","EDM","C","82","1162.9","14","19","33","22","1.7","1.14","22.41","1.16","960","1160","-200","45.28","-3.79","47","56","-9","45.63","1.29","40.5","52.94","-12.44","43.34","-4.58","10","12","2","229","11.82","14","0.72","10.22","100","44.23","28.82","30.52","49.04","29.3","50.26"
"Ryan O'reilly","18-19","STL","C","82","1184.22","18","25","43","33","2.18","1.67","58.5","2.96","1194","1035","159","53.57","3.01","61","34","27","64.21","15.37","52.58","42.53","10.05","55.28","2.26","3","13","10","261","13.22","16.01","0.81","10.84","103.15","49.37","29.81","31.04","50.8","30.11","50.18"
"Ryan Poehling","18-19","MTL","C","1","10.17","3","--","3","3","17.7","17.7","3.29","19.41","17","10","7","62.96","19.84","3","--","3","100","83.33","0.77","0.15","0.62","83.7","38.79","--","--","--","4","23.6","0.31","1.83","100","123.08","80","17.63","27.93","53.09","24.51","50.62"
"Ryan Pulock","18-19","NYI","D","81","1412.22","3","15","18","11","0.76","0.47","21.5","0.91","1193","1355","-162","46.82","-1.53","60","41","19","59.41","6.15","57.41","50.19","7.22","53.36","3.32","6","5","-1","287","12.19","5.83","0.25","2.24","103.3","42.39","35.56","27.34","48.75","29.29","50.12"
"Ryan Reaves","18-19","VGK","R","80","797.53","6","10","16","13","1.2","0.98","25.09","1.89","790","654","136","54.71","0.6","26","23","3","53.06","0.87","36.97","27.57","9.4","57.28","1.46","15","12","-3","140","10.53","9.66","0.73","7.32","99.84","58.55","20.49","27.47","54.53","27.71","49.42"
"Ryan Spooner","18-19","NYR/ EDM/ VAN","C","52","520","3","5","8","6","0.92","0.69","5.15","0.59","456","533","-77","46.11","-0.68","11","18","-7","37.93","-9.92","15.65","21.88","-6.23","41.7","-5.2","--","2","2","85","9.81","3.93","0.45","5.77","98.6","55.22","20.41","28.99","47.99","28.54","50.24"
"Ryan Strome","18-19","EDM/ NYR","C","81","1013.25","9","10","19","16","1.13","0.95","12.16","0.72","885","1008","-123","46.75","-0.38","32","35","-3","47.76","1.86","37.17","45.22","-8.05","45.11","-3.22","18","10","-8","140","8.29","8.43","0.5","12","100.13","48.53","25.95","28.79","46.43","28.49","49.74"
"Ryan Suter","18-19","MIN","D","82","1626.52","3","20","23","11","0.85","0.41","29.1","1.07","1662","1572","90","51.39","0.83","67","66","1","50.38","5.09","73.15","58.07","15.08","55.75","3","16","5","-11","219","8.08","5.11","0.19","3.19","99.37","54.91","41.33","28.94","51.02","29.48","50.05"
"Saku Maenalanen","18-19","CAR","R","33","298.33","4","4","8","7","1.61","1.41","7.98","1.6","257","269","-12","48.86","-4.97","13","13","--","50","-8.77","13.52","12.46","1.06","52.04","-4.44","3","3","--","51","10.26","3.72","0.75","11.76","101.05","57.14","18.48","27.96","53.75","27.72","48.7"
"Sam Bennett","18-19","CGY","C","70","797.58","9","11","20","18","1.5","1.35","26.97","2.03","849","733","116","53.67","-0.2","33","38","-5","46.48","-11.82","36.1","32.35","3.75","52.74","-0.59","26","21","-5","174","13.09","12.01","0.9","9.18","97.79","53.99","23.92","29.35","53.45","28.77","49.99"
"Sam Carrick","18-19","ANA","C","6","59.88","--","1","1","1","1","1","-0.02","-0.02","42","60","-18","41.18","-7.54","1","2","-1","33.33","-19.3","1.81","3.04","-1.23","37.32","-7.78","1","--","-1","5","5.01","0.3","0.3","--","99.05","53.33","19.66","28.82","47.85","28.41","49.44"
"Sam Gagner","18-19","VAN/ EDM","C","32","407.6","4","7","11","9","1.62","1.32","12.87","1.89","418","370","48","53.05","7.41","15","21","-6","41.67","-3.99","18.34","18.31","0.03","50.04","6.45","5","--","-5","98","14.43","4.8","0.71","7.14","95.96","45.83","25.35","30.03","47.35","28.89","49.79"
"Sam Reinhart","18-19","BUF","C","82","1199.83","17","26","43","34","2.15","1.7","47.91","2.4","1209","1137","72","51.53","2.34","58","54","4","51.79","9.75","52.22","48.96","3.26","51.61","5.63","5","14","9","255","12.75","15.07","0.75","11.72","100","61.53","29.76","30.93","49.7","29.36","50"
"Sam Steel","18-19","ANA","C","22","270.5","5","3","8","7","1.77","1.55","5.62","1.25","225","285","-60","44.12","-1.19","13","7","6","65","13.33","8.06","14","-5.94","36.54","-5.23","2","1","-1","42","9.32","2.23","0.49","19.23","107.52","51.97","25.23","29.54","46.87","28.38","49.99"
"Sami Niku","18-19","WPG","D","30","407.22","1","3","4","2","0.59","0.29","1.32","0.19","324","409","-85","44.2","-2.07","14","14","--","50","-0.54","12.05","18.42","-6.37","39.55","-5.92","1","2","1","46","6.78","1","0.15","5.26","101.99","56.2","28.29","27.13","49.42","28.03","50.13"
"Sami Vatanen","18-19","N.J","D","50","814.5","1","10","11","8","0.81","0.59","13.05","0.96","744","779","-35","48.85","1.48","32","42","-10","43.24","-5.96","34.01","34.96","-0.95","49.31","-0.72","9","12","3","150","11.05","2.68","0.2","1.35","97.57","48.25","35.04","27.76","46.91","29.18","50.02"
"Sammy Blais","18-19","STL","L","32","308.28","2","2","4","4","0.78","0.78","6.35","1.24","261","251","10","50.98","-0.51","10","11","-1","47.62","-1.29","9.78","10.54","-0.76","48.13","-5.03","3","7","4","41","7.98","2.52","0.49","7.69","98.65","50.78","20.05","28.28","50.4","28.11","50.22"
"Samuel Girard","18-19","COL","D","80","1356.53","4","11","15","10","0.66","0.44","24.11","1.07","1284","1304","-20","49.61","-0.62","59","46","13","56.19","8.74","51.71","51.32","0.39","50.19","0.48","2","14","12","225","9.95","3.84","0.17","4","101.71","57.62","36.28","29.35","50.36","29.27","50.09"
"Samuel Morin","18-19","PHI","D","5","57.28","--","--","--","--","--","--","-0.35","-0.37","51","56","-5","47.66","2.08","1","4","-3","20","-25.45","1.74","3.22","-1.48","35.08","-13.71","2","--","-2","8","8.38","0.14","0.15","--","88.06","31.58","23","26.37","47.79","28.92","52.54"
"Scott Harrington","18-19","CBJ","D","73","880.2","2","14","16","8","1.09","0.55","12.88","0.88","776","867","-91","47.23","-3.42","36","34","2","51.43","-0.57","33.96","36.28","-2.32","48.35","-2.21","9","5","-4","110","7.5","3.07","0.21","3.77","100.75","50.1","24.24","26.99","50.35","28.12","49.62"
"Scott Laughton","18-19","PHI","L","81","969.63","9","16","25","18","1.55","1.11","13.34","0.83","803","1026","-223","43.9","-5.78","39","52","-13","42.86","-5.39","39.01","42.13","-3.12","48.08","-0.83","16","13","-3","175","10.83","11.33","0.7","8.49","98.93","36.73","24.92","28.63","48.72","28.53","49.94"
"Scott Mayfield","18-19","NYI","D","78","1244.37","3","13","16","8","0.77","0.39","24.39","1.18","1095","1103","-8","49.82","2.52","46","35","11","56.79","1.12","47.61","43.41","4.2","52.31","1.24","18","16","-2","266","12.83","4.22","0.2","3","101.84","51.49","32.49","27","47.29","28.48","49.72"
"Scott Wilson","18-19","BUF","C","15","151.42","--","3","3","2","1.19","0.79","2.46","0.97","131","132","-1","49.81","-1.28","3","10","-7","23.08","-18.59","4.46","6.86","-2.4","39.4","-10.74","2","--","-2","37","14.66","1.65","0.65","--","91.55","36.59","20.21","28.69","49.53","28.44","48.86"
"Sean Couturier","18-19","PHI","C","79","1214.4","19","23","42","33","2.08","1.63","51.8","2.56","1273","1134","139","52.89","6.99","65","65","--","50","5.56","54.26","49.89","4.37","52.1","5.17","7","19","12","252","12.45","13.94","0.69","12.84","98.6","45.52","32.03","31.03","46.16","29.85","50.27"
"Sean Kuraly","18-19","BOS","C","71","857.83","5","10","15","11","1.05","0.77","19.81","1.39","763","772","-9","49.71","-4.3","24","20","4","54.55","-0.43","31.81","30.45","1.36","51.09","-1.82","16","9","-7","183","12.8","6.84","0.48","4.39","100.18","33.56","24.88","28.67","51.07","28.56","49.6"
"Sean Monahan","18-19","CGY","C","77","1125.03","19","28","47","40","2.51","2.13","56.85","3.03","1182","1002","180","54.12","0.02","64","56","8","53.33","-3.95","54.09","46.97","7.12","53.52","0.05","3","16","13","247","13.17","15.98","0.85","13.48","100.22","56.83","30.66","31.93","56.47","29.42","49.85"
"Sean Walker","18-19","L.A","D","39","572","2","6","8","6","0.84","0.63","9.12","0.96","548","563","-15","49.32","3.01","23","31","-8","42.59","-0.26","22.36","22.07","0.29","50.33","3.77","3","4","1","110","11.54","1.92","0.2","4.08","97.36","46.32","29.64","26.84","48.55","28.4","50.87"
"Sebastian Aho","18-19","CAR","R","81","1195.55","14","25","39","29","1.96","1.46","59.9","3.01","1364","1063","301","56.2","2.25","62","39","23","61.39","14.33","65.51","50.29","15.22","56.57","0.16","5","19","14","307","15.41","17.43","0.87","8.97","101.68","58.05","30.52","30.25","53.93","29.57","49.68"
"Seth Jones","18-19","CBJ","D","74","1476.7","5","18","23","13","0.93","0.53","35.4","1.44","1436","1312","124","52.26","3.81","66","70","-4","48.53","-6.53","61.44","61.47","-0.03","49.99","-0.16","9","7","-2","289","11.74","6","0.24","3.62","98.59","54.07","39.85","28.71","48.96","29.29","49.96"
"Shayne Gostisbehere","18-19","PHI","D","77","1161.18","4","12","16","10","0.83","0.52","22.12","1.14","1118","1095","23","50.52","3.08","42","58","-16","42","-5.92","44.27","46.01","-1.74","49.04","0.68","5","10","5","198","10.23","4.19","0.22","3.96","97.19","54.52","31.52","27.64","47.49","28.73","49.87"
"Shea Theodore","18-19","VGK","D","79","1324.92","6","13","19","14","0.86","0.63","43.11","1.95","1464","1135","329","56.33","3.34","46","51","-5","47.42","-7.04","64.31","48.1","16.21","57.21","1.85","8","9","1","302","13.68","5.09","0.23","4.35","97.83","55.36","34.49","27.41","52.09","28.73","49.75"
"Shea Weber","18-19","MTL","D","57","978.43","9","16","25","16","1.53","0.98","38.12","2.34","1110","928","182","54.47","-1.26","43","33","10","56.58","2.59","45.05","38.16","6.89","54.14","-2.08","10","2","-8","248","15.21","3.87","0.24","7.83","101.07","48.14","34.87","27.68","54.28","29.51","49.67"
"Sheldon Dries","18-19","COL","C","39","313.3","2","3","5","4","0.96","0.77","3.62","0.69","269","311","-42","46.38","-6.23","9","15","-6","37.5","-12.5","8.96","11.31","-2.35","44.2","-5.51","8","4","-4","62","11.87","3.2","0.61","5.13","96.46","47.33","17.14","27.53","50","28.27","49.73"
"Sheldon Rempal","18-19","L.A","R","7","59.18","--","--","--","--","--","--","-0.02","-0.02","46","58","-12","44.23","-5.02","1","2","-1","33.33","3.92","1.3","2.44","-1.14","34.76","-10.67","--","3","3","6","6.08","0.16","0.16","--","100.69","67.57","17.13","29.65","47.91","28.94","49.39"
"Sidney Crosby","18-19","PIT","C","79","1245.58","19","41","60","50","2.89","2.41","73.31","3.53","1379","1160","219","54.31","7.03","81","43","38","65.32","16.63","61.19","48.28","12.91","55.9","6.76","14","17","3","251","12.09","18.47","0.89","12.18","103.54","59.36","32.21","31.45","46.49","30.03","50.11"
"Slater Koekkoek","18-19","T.B/ CHI","D","30","425.72","2","4","6","4","0.85","0.56","8.57","1.21","417","427","-10","49.41","-0.71","25","20","5","55.56","1.27","17.99","18.4","-0.41","49.44","1.5","7","4","-3","64","9.02","1.12","0.16","5.71","102.34","52.67","28.75","27.76","49.81","28.68","48.78"
"Sonny Milano","18-19","CBJ","L","8","64.92","1","--","1","1","0.92","0.92","2.67","2.47","62","40","22","60.78","10.2","3","3","--","50","7.58","2.95","2.58","0.37","53.35","-0.68","--","3","3","8","7.39","0.56","0.52","20","95.78","60","17.27","27.35","49.61","27.99","49.48"
"Stefan Elliott","18-19","OTT","D","3","23.9","--","1","1","1","2.51","2.51","1.23","3.09","30","25","5","54.55","12.65","1","1","--","50","21.43","1.26","0.94","0.32","57.27","13.63","--","--","--","8","20.08","0.05","0.13","--","96.79","75","16.51","28.36","44.69","27.36","48.82"
"Stefan Noesen","18-19","N.J","R","41","474.82","2","3","5","4","0.63","0.51","2","0.25","381","455","-74","45.57","-2.75","9","27","-18","25","-25.42","18.36","19.91","-1.55","47.97","-4.08","10","8","-2","93","11.75","7.11","0.9","3.45","92.7","42.2","24.52","28.76","46.63","28.7","50.17"
"Stephen Gionta","18-19","NYI","R","5","38.43","--","--","--","--","--","--","-0.54","-0.84","28","38","-10","42.42","-10.68","--","4","-4","--","-47.83","1.08","1.88","-0.8","36.49","-12.26","--","1","1","8","12.49","0.53","0.83","--","78.95","52.17","15.45","27.72","47.79","26.97","47.2"
"Steven Fogarty","18-19","NYR","C","10","77.6","--","--","--","--","--","--","-0.78","-0.6","54","81","-27","40","-5.29","1","2","-1","33.33","-16.67","1.53","3.19","-1.66","32.42","-9.07","--","--","--","11","8.51","0.26","0.2","--","98.23","56.67","15.38","26.23","46.08","27.78","48.56"
"Steven Kampfer","18-19","BOS","D","35","453.37","2","1","3","3","0.4","0.4","7.25","0.96","435","377","58","53.57","0.22","13","20","-7","39.39","-21.72","17.74","15.95","1.79","52.66","-2.4","9","4","-5","74","9.79","1.38","0.18","6.25","95.41","58.8","26.41","26.32","51.81","27.42","49.13"
"Steven Santini","18-19","N.J","D","39","609.07","1","2","3","2","0.3","0.2","-2.88","-0.28","432","605","-173","41.66","-4.26","18","22","-4","45","4.34","19.25","23.11","-3.86","45.44","-2.08","8","4","-4","74","7.29","1.69","0.17","2.56","100.68","39.82","33.02","26.64","47.2","28.47","49.67"
"Steven Stamkos","18-19","T.B","C","82","1078.52","21","26","47","40","2.61","2.23","51.24","2.85","1112","1027","85","51.99","0.59","59","52","7","53.15","-5.01","42.79","40.68","2.11","51.26","-1.96","9","19","10","232","12.91","9.8","0.55","16.41","100.94","54.81","27.56","29.8","51.35","29.04","49.93"
